C,C/K,D,S,S/K,k,r,sigma,t
49.04,0.04207,0.033,1145.64,0.98284,1165.64,0.0265,0.13253,1.0909
0.29,0.0003,0.031,899.85,0.91835,979.85,0.0253,0.07821,0.2932
9.29,0.01049,0.022,805.52,0.90966,885.52,0.03,0.17692,0.354
0.0,0.0,0.03,833.36,0.9542,873.36,0.0187,0.03279,0.1069
2.49,0.00272,0.023,895.25,0.97815,915.25,0.0295,0.10373,0.0597
137.57,0.1596,0.022,921.99,1.06961,861.99,0.0157,0.26219,1.5047
76.87,0.07775,0.027,1028.69,1.04046,988.69,0.0277,0.18918,0.5323
2.96,0.00261,0.022,1053.22,0.9294,1133.22,0.0175,0.16928,0.1153
45.16,0.04209,0.028,1112.95,1.03728,1072.95,0.0203,0.11306,0.1749
0.06,6e-05,0.031,880.82,0.93623,940.82,0.0258,0.06634,0.1706
19.73,0.02373,0.03,851.54,1.02405,831.54,0.0266,0.01814,0.0777
11.94,0.01335,0.028,854.17,0.95527,894.17,0.0129,0.09715,0.8568
0.09,8e-05,0.031,1080.78,0.9474,1140.78,0.0204,0.0704,0.1134
0.0,0.0,0.027,994.58,0.90864,1094.58,0.0275,0.01551,2.8963
7.66,0.0088,0.031,850.67,0.97703,870.67,0.0298,0.06739,0.4763
76.98,0.09863,0.031,860.51,1.1025,780.51,0.0273,0.04804,0.5769
79.6,0.09668,0.029,903.31,1.09717,823.31,0.0232,0.03418,0.0565
99.41,0.1038,0.029,1057.71,1.10442,957.71,0.0155,0.17297,0.1208
2.77,0.00221,0.031,1193.57,0.95214,1253.57,0.0273,0.11087,0.1372
79.4,0.07252,0.025,1174.92,1.07306,1094.92,0.0199,0.09999,0.1083
78.78,0.08362,0.022,1022.11,1.08492,942.11,0.0203,0.03511,0.3645
0.0,0.0,0.029,1191.84,0.95207,1251.84,0.0184,0.06012,0.0604
1.61,0.0014,0.034,1047.21,0.91283,1147.21,0.0113,0.14981,0.161
10.47,0.00877,0.029,1174.47,0.98326,1194.47,0.0135,0.1502,0.0741
0.0,0.0,0.024,898.38,0.91823,978.38,0.0124,0.03294,0.0543
0.16,0.00014,0.034,1119.3,0.9655,1159.3,0.0193,0.04746,0.1475
0.0,0.0,0.031,1100.36,0.91669,1200.36,0.0157,0.04373,0.1083
6.9,0.00602,0.023,1126.78,0.98256,1146.78,0.0173,0.12319,0.0718
5.73,0.00464,0.021,1176.05,0.95146,1236.05,0.0193,0.09646,0.298
6.75,0.00564,0.034,1196.9,1.0,1196.9,0.0214,0.03042,0.477
79.59,0.10233,0.032,857.8,1.10285,777.8,0.0158,0.20346,0.0721
37.67,0.04939,0.025,802.63,1.05245,762.63,0.0133,0.06064,0.4171
13.97,0.01472,0.032,949.09,1.0,949.09,0.0122,0.05767,1.216
3.33,0.00386,0.029,842.98,0.97682,862.98,0.0183,0.07628,0.1767
9.47,0.00777,0.021,1198.19,0.98358,1218.19,0.0291,0.06649,0.2745
19.5,0.02436,0.034,820.48,1.02499,800.48,0.0212,0.05372,0.1382
9.76,0.00769,0.026,1189.14,0.93697,1269.14,0.0197,0.05456,2.607
99.17,0.13769,0.024,820.26,1.13884,720.26,0.0172,0.15548,0.1661
17.09,0.021,0.029,813.87,1.0,813.87,0.0174,0.10483,0.2982
3.21,0.00352,0.024,890.9,0.97804,910.9,0.0244,0.03497,0.6661
8.08,0.00764,0.021,1058.06,1.0,1058.06,0.0274,0.07258,0.066
5.25,0.00436,0.029,1183.32,0.98338,1203.32,0.0165,0.06249,0.2194
0.0,0.0,0.027,847.22,0.95492,887.22,0.0205,0.03835,0.1112
85.31,0.07858,0.022,1165.68,1.07369,1085.68,0.0152,0.11313,0.4988
6.11,0.00585,0.022,1004.33,0.9617,1044.33,0.0205,0.17914,0.0757
0.58,0.00062,0.03,938.94,1.0,938.94,0.01,0.01105,0.1293
98.89,0.09936,0.028,1095.29,1.10047,995.29,0.0182,0.13502,0.1188
0.0,0.0,0.027,991.71,0.92535,1071.71,0.0238,0.04001,0.1325
0.06,6e-05,0.031,985.68,0.961,1025.6799999999998,0.0251,0.04023,0.1951
74.05,0.05931,0.027,1148.43,0.9199,1248.43,0.0235,0.13257,4.5137
0.01,1e-05,0.028,1181.14,0.95166,1241.14,0.0191,0.02538,0.484
0.08,8e-05,0.029,1023.29,0.98083,1043.29,0.0204,0.03057,0.1083
5.98,0.00742,0.031,805.77,1.0,805.77,0.0104,0.0714,0.0844
18.68,0.01643,0.034,1156.74,1.01759,1136.74,0.0135,0.0447,0.2206
0.0,0.0,0.021,963.03,0.94135,1023.03,0.0238,0.05122,0.106
60.16,0.07675,0.024,843.83,1.07655,783.83,0.0293,0.0877,0.0588
56.89,0.05861,0.034,890.71,0.91759,970.71,0.0269,0.22923,1.3127
1.51,0.00174,0.021,828.9,0.95396,868.9,0.023,0.15033,0.0604
48.97,0.04793,0.025,1001.75,0.98043,1021.75,0.0277,0.29774,0.2369
8.72,0.0097,0.028,858.91,0.9555,898.91,0.029,0.16395,0.1673
81.24,0.07681,0.02,1137.68,1.07564,1057.68,0.0245,0.1684,0.07
34.54,0.03312,0.023,1062.87,1.01918,1042.87,0.0125,0.11857,0.2558
7.2,0.00731,0.035,945.03,0.95939,985.03,0.013,0.07914,0.7501
41.48,0.04658,0.021,930.45,1.04492,890.45,0.0107,0.08809,0.2699
12.92,0.01157,0.035,1116.85,1.0,1116.85,0.0266,0.05467,0.3648
2.72,0.00303,0.034,876.68,0.9777,896.68,0.0171,0.11,0.0642
62.36,0.05567,0.023,1160.27,1.03571,1120.27,0.0293,0.2867,0.0888
6.11,0.00662,0.032,902.58,0.97832,922.58,0.021,0.12986,0.0901
77.47,0.09011,0.034,939.7,1.09306,859.7,0.0197,0.05732,0.1693
55.5,0.04837,0.024,1187.44,1.03486,1147.44,0.0152,0.17996,0.1548
8.63,0.00961,0.033,858.23,0.95547,898.23,0.0295,0.08771,0.6205
11.56,0.0103,0.024,1082.78,0.96437,1122.78,0.0115,0.22548,0.076
59.07,0.07003,0.029,903.44,1.07114,843.44,0.0186,0.03684,0.0889
76.6,0.09298,0.033,903.84,1.09711,823.84,0.017,0.05318,0.2159
0.31,0.00028,0.028,1074.7,0.96412,1114.7,0.0278,0.05225,0.1498
0.0,0.0,0.03,975.42,0.90701,1075.42,0.0105,0.02078,0.1459
0.71,0.00068,0.03,962.95,0.92329,1042.95,0.0151,0.05272,0.9755
3.85,0.00349,0.028,1102.02,1.0,1102.02,0.0231,0.03239,0.0819
6.38,0.00536,0.031,1149.87,0.96638,1189.87,0.0288,0.1472,0.0894
88.54,0.08749,0.033,1052.03,1.03952,1012.03,0.0215,0.24555,0.5007
92.95,0.11949,0.029,817.9,1.05142,777.9,0.0299,0.18403,1.6572
115.89,0.09115,0.027,1171.41,0.92135,1271.41,0.0267,0.16045,5.3888
0.0,0.0,0.026,874.4,0.91618,954.4,0.0118,0.08661,0.0923
2.43,0.0025,0.026,893.82,0.91785,973.82,0.0145,0.22967,0.0778
14.87,0.015,0.035,991.39,1.0,991.39,0.0215,0.06567,0.4889
65.86,0.08483,0.032,816.34,1.05152,776.34,0.027,0.27024,0.2657
59.0,0.07844,0.03,812.15,1.07977,752.15,0.025,0.07746,0.21
66.06,0.0575,0.034,1168.85,1.01741,1148.85,0.0263,0.31141,0.1546
22.7,0.02627,0.033,884.08,1.02315,864.08,0.0132,0.07127,0.3718
9.97,0.00949,0.021,1050.56,1.0,1050.56,0.026,0.03839,0.3249
0.0,0.0,0.024,1048.91,0.91296,1148.91,0.0127,0.03752,0.3541
2.01,0.00205,0.022,940.22,0.95919,980.22,0.0188,0.09922,0.1299
47.45,0.0423,0.021,1121.65,1.0,1121.65,0.0133,0.1489,0.5715
0.84,0.00072,0.032,1085.01,0.93133,1165.01,0.027,0.06907,0.3805
0.31,0.00028,0.029,1071.42,0.96401,1111.42,0.01,0.06941,0.0921
107.8,0.11188,0.034,1023.57,1.06227,963.57,0.0289,0.29436,0.4369
5.97,0.00521,0.024,1145.17,1.0,1145.17,0.0117,0.04054,0.1396
0.09,8e-05,0.028,1032.16,0.91167,1132.16,0.0193,0.08993,0.1811
2.43,0.00272,0.032,832.04,0.93274,892.04,0.0248,0.06873,0.7401
63.59,0.07861,0.02,868.93,1.07417,808.93,0.0252,0.12592,0.2346
59.76,0.07584,0.024,847.96,1.07615,787.96,0.0133,0.11198,0.247
100.51,0.1202,0.021,936.18,1.11959,836.18,0.0291,0.07049,0.1085
79.01,0.10649,0.026,821.95,1.10782,741.95,0.0159,0.12004,0.1088
49.94,0.04288,0.031,1184.76,1.01717,1164.76,0.0232,0.20876,0.1696
42.58,0.04257,0.023,1040.17,1.03999,1000.1700000000001,0.0227,0.13062,0.0778
4.08,0.00506,0.033,806.68,1.0,806.68,0.0298,0.05236,0.061
38.55,0.04913,0.03,824.71,1.05097,784.71,0.0246,0.048,0.3446
0.0,0.0,0.03,1158.14,0.92052,1258.14,0.0194,0.05275,0.1463
79.94,0.07897,0.025,1092.23,1.07903,1012.23,0.0218,0.1089,0.1617
1.19,0.00137,0.033,828.64,0.95395,868.64,0.0201,0.08079,0.201
77.84,0.07892,0.034,1006.33,1.02028,986.33,0.0203,0.15456,1.9285
99.5,0.10169,0.034,1078.48,1.1022,978.48,0.0278,0.04418,0.0533
0.0,0.0,0.023,844.78,0.89416,944.78,0.0257,0.08534,0.0805
33.84,0.0286,0.031,1103.37,0.9324,1183.37,0.0113,0.14657,1.3662
33.11,0.03347,0.025,949.38,0.95957,989.38,0.0124,0.16586,0.7245
31.88,0.03632,0.024,877.69,1.0,877.69,0.0296,0.10014,0.7632
100.96,0.09642,0.022,1147.12,1.0955,1047.12,0.0104,0.13845,0.3114
100.26,0.10832,0.021,1025.61,1.10804,925.6099999999999,0.0224,0.1492,0.1119
0.0,0.0,0.028,1063.99,0.93007,1143.99,0.0151,0.02953,0.2081
18.91,0.01597,0.026,1184.05,1.0,1184.05,0.019,0.1509,0.0729
37.86,0.03589,0.035,1094.94,1.03792,1054.94,0.0258,0.04775,0.3273
8.06,0.00835,0.035,864.9,0.89636,964.9,0.0293,0.14406,0.5954
80.61,0.0857,0.027,1020.66,1.08505,940.66,0.0299,0.02196,1.1955
4.06,0.00505,0.027,803.63,1.0,803.63,0.0272,0.03837,0.1093
2.42,0.00255,0.024,888.01,0.93671,948.01,0.023,0.12589,0.1732
0.64,0.00057,0.031,1017.61,0.91052,1117.6100000000001,0.021,0.08538,0.3699
40.16,0.03988,0.022,1047.04,1.03972,1007.04,0.0256,0.06031,0.0531
12.42,0.01082,0.023,1127.61,0.98257,1147.61,0.0227,0.07353,0.3994
8.35,0.00724,0.025,1114.02,0.96534,1154.02,0.0263,0.09379,0.2934
31.57,0.02764,0.032,1142.07,1.0,1142.07,0.0206,0.18129,0.1569
22.49,0.02189,0.032,947.4,0.92213,1027.4,0.0213,0.233,0.3559
58.03,0.06528,0.021,948.97,1.06749,888.97,0.0135,0.06671,0.575
20.05,0.01699,0.021,1160.17,0.98305,1180.17,0.0285,0.17458,0.123
53.54,0.06601,0.02,851.1,1.04932,811.1,0.0207,0.14317,0.3894
80.57,0.10145,0.02,874.19,1.10073,794.19,0.0104,0.10381,0.9991
27.9,0.0314,0.029,908.65,1.02251,888.65,0.0177,0.11567,0.1766
2.82,0.00289,0.027,976.67,1.0,976.67,0.0269,0.01852,0.1548
128.6,0.12124,0.029,1120.73,1.05656,1060.73,0.0262,0.22911,1.04
79.91,0.09935,0.023,884.34,1.09946,804.34,0.0243,0.0851,0.1252
0.0,0.0,0.021,820.51,0.89136,920.51,0.0161,0.08726,0.055
39.26,0.04793,0.027,839.07,1.02442,819.07,0.0205,0.1107,0.7293
78.2,0.08672,0.035,981.8,1.08871,901.8,0.0224,0.08327,0.1293
0.02,2e-05,0.03,1137.67,0.9343,1217.67,0.0264,0.07394,0.103
59.3,0.07835,0.025,816.87,1.07927,756.87,0.0179,0.09297,0.1097
2.9,0.00245,0.033,1105.23,0.9325,1185.23,0.0233,0.07637,0.5693
54.25,0.07239,0.03,809.38,1.08007,749.38,0.0188,0.04068,0.581
0.0,0.0,0.032,815.68,0.91068,895.68,0.0108,0.03479,0.1178
17.81,0.01731,0.028,1008.93,0.98056,1028.9299999999998,0.0232,0.11032,0.3774
0.62,0.00057,0.025,993.89,0.90858,1093.8899999999999,0.0254,0.09518,0.2866
37.62,0.04519,0.025,852.47,1.02402,832.47,0.0252,0.04554,3.8396
6.55,0.00544,0.03,1163.91,0.96677,1203.91,0.0223,0.12955,0.1182
13.44,0.01323,0.032,975.95,0.96063,1015.95,0.0138,0.11652,0.4871
97.23,0.10728,0.035,1006.35,1.11033,906.35,0.0102,0.01739,0.107
15.07,0.01342,0.035,1142.77,1.01781,1122.77,0.026,0.02077,0.8534
100.12,0.09457,0.025,1158.7,1.09446,1058.7,0.0265,0.09931,0.185
3.78,0.00459,0.022,823.69,1.0,823.69,0.0134,0.0383,0.1094
90.84,0.09169,0.032,1070.77,1.08075,990.77,0.0298,0.09946,1.2654
0.34,0.0003,0.031,1065.33,0.93015,1145.33,0.0218,0.06723,0.31
0.03,3e-05,0.022,1076.33,0.93082,1156.33,0.0273,0.05116,0.264
39.31,0.05105,0.032,810.0,1.05195,770.0,0.0197,0.06669,0.065
58.52,0.05445,0.023,1134.65,1.05583,1074.65,0.0187,0.0155,0.2485
0.14,0.00012,0.031,1095.98,0.9481,1155.98,0.0228,0.08542,0.0835
56.0,0.066,0.025,868.54,1.02357,848.54,0.0294,0.53859,0.0603
6.93,0.00795,0.022,851.61,0.97705,871.61,0.026,0.08635,0.2419
99.26,0.11603,0.033,955.47,1.11689,855.47,0.0259,0.0558,0.0793
0.09,8e-05,0.025,1108.25,0.96516,1148.25,0.0232,0.05343,0.0908
27.32,0.03118,0.024,836.22,0.95435,876.22,0.0277,0.28623,0.2065
75.89,0.07207,0.021,1092.98,1.03799,1052.98,0.0133,0.22625,0.3316
63.69,0.06962,0.035,954.76,1.04373,914.76,0.0265,0.35688,0.0966
1.36,0.00113,0.035,1107.06,0.91715,1207.06,0.026,0.14884,0.1312
53.92,0.0468,0.026,1192.25,1.03471,1152.25,0.0235,0.10144,0.4394
19.63,0.01932,0.021,1035.98,1.01969,1015.98,0.0123,0.04149,0.1365
0.02,2e-05,0.032,862.92,0.97735,882.92,0.0256,0.02931,0.111
79.01,0.07209,0.026,1176.04,1.07299,1096.04,0.0154,0.0603,0.0722
94.57,0.10329,0.031,1015.56,1.10922,915.56,0.0117,0.05744,0.2631
0.7,0.00078,0.024,857.59,0.95544,897.59,0.0226,0.12736,0.0543
99.73,0.11041,0.028,1003.25,1.11071,903.25,0.0269,0.13625,0.0805
24.86,0.03022,0.023,842.5,1.02432,822.5,0.0104,0.14765,0.071
15.8,0.0145,0.031,1069.38,0.98164,1089.38,0.0191,0.07206,0.8862
37.83,0.04308,0.032,918.16,1.04555,878.16,0.0104,0.07778,0.306
100.49,0.10395,0.026,1066.76,1.10344,966.76,0.0201,0.15657,0.1716
0.0,0.0,0.026,1137.39,0.91918,1237.39,0.0208,0.06927,0.0888
79.17,0.08023,0.033,1066.73,1.08108,986.73,0.0295,0.05766,0.1369
26.49,0.02954,0.026,916.77,1.0223,896.77,0.0214,0.09639,0.1875
1.22,0.00104,0.02,1116.52,0.949,1176.52,0.0244,0.0954,0.1342
95.78,0.12496,0.034,866.46,1.13047,766.46,0.0128,0.01898,0.2158
99.7,0.11943,0.031,934.81,1.11979,834.81,0.0278,0.09785,0.0514
0.0,0.0,0.023,1114.77,0.94893,1174.77,0.0118,0.03699,0.0969
93.08,0.07665,0.023,1114.36,0.91765,1214.36,0.0216,0.15426,4.4471
41.19,0.04475,0.021,960.52,1.04345,920.52,0.0228,0.06968,0.1921
0.02,2e-05,0.028,992.41,0.94299,1052.4099999999999,0.0115,0.08756,0.0606
0.0,0.0,0.033,1069.25,0.96394,1109.25,0.024,0.02222,0.2184
79.47,0.09252,0.031,938.99,1.09313,858.99,0.025,0.10121,0.0706
26.92,0.02302,0.023,1129.47,0.9658,1169.47,0.0268,0.19337,0.2445
0.98,0.00096,0.031,921.34,0.90209,1021.34,0.0189,0.0637,1.0694
91.69,0.09618,0.033,1053.32,1.1049,953.3199999999999,0.0144,0.0827,0.4559
3.22,0.00355,0.035,886.36,0.97793,906.36,0.0297,0.07593,0.1496
18.92,0.01938,0.024,876.24,0.89757,976.24,0.0256,0.15043,0.991
95.94,0.11099,0.033,964.43,1.11568,864.43,0.011,0.0676,0.1826
59.43,0.05946,0.026,1059.52,1.06003,999.52,0.0216,0.02603,0.096
3.87,0.0037,0.022,1025.13,0.98086,1045.13,0.0176,0.07686,0.1271
0.0,0.0,0.024,839.8,0.89359,939.8,0.0158,0.04571,0.1365
48.76,0.05635,0.025,885.31,1.02311,865.31,0.0207,0.19076,0.3447
71.64,0.07026,0.027,1039.61,1.01962,1019.6099999999999,0.0284,0.40408,0.1366
0.17,0.00015,0.03,1000.43,0.90913,1100.4299999999998,0.0148,0.15722,0.0717
80.27,0.0861,0.022,1012.26,1.08581,932.26,0.0247,0.07223,0.2311
90.48,0.12109,0.029,827.19,1.10707,747.19,0.0269,0.19834,0.4129
110.82,0.12975,0.033,934.09,1.09367,854.09,0.0158,0.43881,0.176
19.75,0.0184,0.031,1093.54,1.01863,1073.54,0.0293,0.02459,0.13
0.0,0.0,0.028,839.88,0.93332,899.88,0.016,0.02324,0.1493
57.78,0.05616,0.021,1088.77,1.05832,1028.77,0.0158,0.04002,0.3507
96.24,0.09679,0.03,1094.29,1.10057,994.29,0.0134,0.04521,0.1937
19.69,0.01899,0.021,1016.97,0.98071,1036.97,0.0241,0.21692,0.1029
2.44,0.00273,0.029,895.22,1.0,895.22,0.0165,0.02132,3.1172
19.46,0.02341,0.033,851.3,1.02406,831.3,0.0119,0.0588,0.2621
0.0,0.0,0.025,1037.2,0.92839,1117.2,0.0245,0.04138,0.1399
3.01,0.00365,0.028,823.67,1.0,823.67,0.0228,0.03088,0.101
0.2,0.00019,0.031,958.48,0.92296,1038.48,0.0137,0.0593,0.4597
96.99,0.10721,0.031,1004.64,1.11054,904.64,0.0102,0.0242,0.1377
0.05,5e-05,0.027,1064.42,0.96378,1104.42,0.0108,0.05504,0.0867
1.56,0.00176,0.024,845.51,0.95483,885.51,0.0223,0.06081,0.3707
71.15,0.06752,0.034,1113.79,1.05694,1053.79,0.0223,0.17616,0.2242
98.34,0.138,0.033,812.6,1.14033,712.6,0.0259,0.08609,0.1995
21.14,0.01727,0.03,1184.43,0.96733,1224.43,0.0124,0.07078,3.9771
34.13,0.02757,0.028,1177.81,0.95153,1237.81,0.0225,0.31181,0.1593
11.91,0.01044,0.027,1140.4,1.0,1140.4,0.0216,0.06136,0.2031
0.03,3e-05,0.029,1082.13,0.94747,1142.13,0.0183,0.05585,0.14
32.3,0.03837,0.032,861.78,1.02376,841.78,0.0186,0.0854,0.949
79.23,0.09218,0.032,939.48,1.09308,859.48,0.029,0.04306,0.1501
19.71,0.01685,0.028,1149.86,0.9829,1169.86,0.0139,0.12817,0.2635
59.7,0.07751,0.024,830.27,1.07789,770.27,0.0204,0.06992,0.071
5.74,0.00571,0.023,924.57,0.92036,1004.57,0.0209,0.17194,0.213
40.19,0.03708,0.023,1103.78,1.01845,1083.78,0.0265,0.13573,0.2362
115.43,0.11286,0.022,1062.76,1.03911,1022.76,0.0168,0.57345,0.1591
97.81,0.10441,0.03,1036.8,1.10675,936.8,0.0115,0.12919,0.117
63.66,0.06238,0.02,1080.48,1.0588,1020.48,0.0138,0.11411,0.2635
38.54,0.03469,0.033,1031.03,0.92799,1111.03,0.0279,0.20987,0.679
0.29,0.0003,0.024,898.3,0.93739,958.3,0.0239,0.04771,0.4794
109.83,0.10251,0.033,1171.43,1.09333,1071.43,0.0208,0.13173,1.0879
6.59,0.00791,0.02,832.86,1.0,832.86,0.0195,0.07607,0.0684
22.71,0.02662,0.023,873.0,1.02345,853.0,0.0249,0.05358,0.2531
38.08,0.04092,0.025,950.61,1.02149,930.61,0.0259,0.0997,0.5271
99.45,0.09307,0.028,1168.5,1.09359,1068.5,0.0204,0.12898,0.0513
79.85,0.07155,0.025,1196.08,1.07168,1116.08,0.0259,0.0196,0.1505
79.7,0.08151,0.024,1017.74,1.04091,977.74,0.0145,0.15437,1.1551
0.12,0.00013,0.023,899.64,0.95743,939.64,0.0126,0.07536,0.0775
1.05,0.00087,0.021,1144.96,0.95021,1204.96,0.0154,0.06841,0.2469
0.75,0.00068,0.021,1064.94,0.9638,1104.94,0.019,0.04329,0.3267
3.31,0.00273,0.022,1192.81,0.98351,1212.81,0.0293,0.06627,0.1015
80.26,0.07365,0.023,1169.78,1.07341,1089.78,0.0282,0.07228,0.0692
2.76,0.00226,0.032,1182.39,0.96728,1222.39,0.0227,0.11242,0.0796
187.36,0.20683,0.02,905.86,1.0,905.86,0.026,0.6764,0.6075
21.08,0.02442,0.02,803.18,0.93049,863.18,0.0181,0.14211,0.9417
43.21,0.05415,0.024,837.91,1.05013,797.91,0.0142,0.12469,0.1955
208.5,0.19591,0.03,1144.27,1.07517,1064.27,0.0207,0.22449,5.3459
122.05,0.15008,0.034,913.21,1.12297,813.21,0.026,0.27529,0.4581
10.29,0.01103,0.033,852.61,0.91422,932.61,0.0278,0.0976,1.3141
25.56,0.02203,0.033,1180.3,1.01724,1160.3,0.0131,0.12649,0.0596
78.64,0.07941,0.028,1070.36,1.08078,990.3599999999999,0.0182,0.04455,0.1145
5.43,0.00454,0.025,1135.26,0.9498,1195.26,0.0187,0.06812,0.679
77.12,0.0986,0.032,862.16,1.10228,782.16,0.0145,0.01589,0.1778
2.1,0.00232,0.022,864.93,0.9558,904.93,0.0136,0.13224,0.089
22.95,0.02464,0.031,951.57,1.02147,931.57,0.0131,0.10126,0.091
121.45,0.12344,0.031,943.89,0.95935,983.89,0.0266,0.28175,1.9832
8.44,0.00825,0.029,1003.02,0.98045,1023.02,0.012,0.06024,0.7472
0.12,0.00011,0.028,1039.79,0.92856,1119.79,0.0121,0.06547,0.2613
80.07,0.07792,0.034,1107.55,1.07786,1027.55,0.0162,0.19069,0.0643
77.44,0.07567,0.027,1043.43,1.01954,1023.4300000000001,0.0178,0.52957,0.0962
16.16,0.01408,0.027,1128.07,0.98258,1148.07,0.0257,0.07896,0.5027
38.71,0.04317,0.023,936.7,1.04461,896.7,0.0114,0.03098,0.1143
4.96,0.00408,0.026,1195.57,0.98355,1215.57,0.011,0.09241,0.0855
2.4,0.00206,0.023,1142.77,0.9828,1162.77,0.0244,0.08064,0.0601
0.0,0.0,0.029,1112.65,0.91754,1212.65,0.0259,0.03506,0.0559
0.08,8e-05,0.028,967.72,0.96031,1007.72,0.0251,0.04931,0.136
14.95,0.01259,0.021,1167.01,0.98315,1187.01,0.021,0.10087,0.2503
0.0,0.0,0.028,1146.27,0.95026,1206.27,0.0177,0.03702,0.0779
0.05,4e-05,0.023,1187.7,0.98344,1207.7,0.0125,0.02309,0.1295
1.84,0.00149,0.03,1175.54,0.95144,1235.54,0.0256,0.08032,0.2188
99.69,0.09663,0.025,1131.67,1.09693,1031.67,0.0265,0.03849,0.3204
0.0,0.0,0.023,1181.45,0.93658,1261.45,0.0229,0.04401,0.1057
21.24,0.0262,0.024,830.71,1.02467,810.71,0.0261,0.06559,0.1076
43.58,0.04808,0.034,966.41,1.0662,906.41,0.0228,0.03486,1.7057
45.23,0.04033,0.029,1061.43,0.9465,1121.43,0.0297,0.33961,0.2345
0.07,8e-05,0.021,802.6,0.90936,882.6,0.0137,0.14664,0.0698
89.61,0.11221,0.023,858.62,1.07513,798.62,0.0213,0.08895,6.7397
25.54,0.02131,0.034,1118.69,0.93326,1198.69,0.0227,0.34832,0.1277
0.8,0.00063,0.033,1168.0,0.92114,1268.0,0.0202,0.06321,0.6102
96.45,0.10182,0.024,1047.27,1.10557,947.27,0.0154,0.07851,0.376
11.19,0.01091,0.022,1005.71,0.9805,1025.71,0.0179,0.10165,0.2359
0.0,0.0,0.031,973.75,0.94196,1033.75,0.0159,0.01015,0.0693
76.89,0.09414,0.023,896.8,1.09794,816.8,0.0132,0.07181,0.3372
100.42,0.1102,0.022,1011.25,1.10974,911.25,0.0298,0.03825,0.0861
32.85,0.0293,0.03,1140.98,1.01784,1120.98,0.0241,0.1504,0.1047
33.8,0.02963,0.03,1080.75,0.9474,1140.75,0.0208,0.2835,0.2293
58.02,0.05202,0.028,1175.37,1.05379,1115.37,0.0135,0.0804,0.213
1.12,0.00092,0.033,1111.85,0.91748,1211.85,0.0245,0.07555,0.4955
122.42,0.12033,0.035,1097.39,1.07863,1017.3900000000001,0.0272,0.17635,1.4796
11.77,0.0115,0.03,1023.46,1.0,1023.46,0.0291,0.05036,0.3432
49.42,0.0411,0.025,1102.33,0.91683,1202.33,0.0299,0.08691,4.8769
39.17,0.04802,0.029,855.72,1.04904,815.72,0.0109,0.08883,0.2322
47.98,0.05856,0.024,819.31,1.0,819.31,0.0284,0.15873,0.8405
39.09,0.04733,0.03,865.84,1.04844,825.84,0.0206,0.05758,0.106
135.45,0.13221,0.025,1124.54,1.0976,1024.54,0.0176,0.34142,0.284
2.67,0.00222,0.028,1181.18,0.98335,1201.18,0.0153,0.03902,0.354
8.43,0.00943,0.023,893.98,1.0,893.98,0.0163,0.06264,0.1595
56.91,0.05747,0.025,1050.31,1.06059,990.31,0.0152,0.06355,0.6637
1.09,0.00111,0.026,939.05,0.95914,979.05,0.0109,0.05337,0.39
45.34,0.04319,0.021,969.74,0.92379,1049.74,0.0128,0.21771,0.8876
15.21,0.0128,0.026,1088.3,0.91585,1188.3,0.013,0.41607,0.0715
44.15,0.0496,0.022,930.11,1.04494,890.11,0.0258,0.09291,0.2412
47.1,0.04126,0.033,1141.58,1.0,1141.58,0.0272,0.12894,0.7429
72.44,0.08488,0.027,813.42,0.95313,853.42,0.0151,0.42777,0.4362
0.0,0.0,0.029,1149.46,0.95039,1209.46,0.015,0.0484,0.0835
0.0,0.0,0.021,889.64,0.9175,969.64,0.0103,0.03353,0.2144
19.02,0.02046,0.02,929.5,1.0,929.5,0.0277,0.05486,0.6806
99.41,0.13473,0.022,837.87,1.13553,737.87,0.0214,0.08065,0.2256
0.0,0.0,0.031,898.25,0.91822,978.25,0.0257,0.05283,0.2141
56.33,0.04933,0.028,1161.94,1.01751,1141.94,0.0247,0.16554,0.3828
1.03,0.00101,0.023,921.35,0.90209,1021.35,0.0184,0.1156,0.2766
22.8,0.02216,0.026,1049.03,1.01944,1029.03,0.0115,0.06019,0.3151
0.49,0.00047,0.026,1029.1,0.98094,1049.1,0.0259,0.04394,0.0946
38.62,0.0418,0.024,964.01,1.04329,924.01,0.0208,0.03598,0.4928
0.38,0.00037,0.033,979.96,0.96078,1019.96,0.0207,0.06577,0.1303
0.11,0.00012,0.028,890.21,0.97803,910.21,0.0198,0.04151,0.0814
5.98,0.00533,0.03,1061.08,0.94648,1121.08,0.0198,0.08542,0.5369
20.83,0.01802,0.022,1135.68,0.98269,1155.68,0.0104,0.12863,0.2854
14.44,0.01195,0.027,1168.75,0.96691,1208.75,0.0234,0.06106,1.2803
20.75,0.01925,0.021,997.69,0.92577,1077.69,0.0179,0.09837,1.748
44.84,0.04259,0.029,1112.87,1.05699,1052.87,0.0174,0.0296,1.2506
20.35,0.02133,0.028,934.08,0.97904,954.08,0.0222,0.13334,0.3635
9.66,0.00807,0.023,1157.6,0.9666,1197.6,0.0187,0.08542,0.4013
75.32,0.0784,0.027,1040.76,1.08327,960.76,0.0115,0.08467,0.3924
12.74,0.014,0.024,869.72,0.95603,909.72,0.0277,0.0662,1.3574
7.33,0.00584,0.029,1155.4,0.92034,1255.4,0.0192,0.10703,0.6119
